content,category
What's the difference between laptop and printer?,product_information
How do I request a refund for order #95496?,refund_request
The dimensions feature isn't working on my tablet.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
This is unacceptable. The delivery time is terrible.,complaint
Is the headphones compatible with printer?,product_information
Is the laptop compatible with camera?,product_information
Can I update my shipping address?,account_inquiry
I'm having trouble sync with my printer.,technical_support
The battery life feature isn't working on my camera.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
I want to return my tablet and get a refund.,refund_request
When does my subscription renew?,account_inquiry
I'm having trouble sync with my headphones.,technical_support
I want to return my smartwatch and get a refund.,refund_request
Can I get my money back for camera? It doesn't work properly.,refund_request
Can I get my money back for laptop? It doesn't work properly.,refund_request
I've been waiting too long for replacement and still nothing!,complaint
I'm very disappointed with packaging.,complaint
I'm having trouble update with my tablet.,technical_support
What are the price of the headphones?,product_information
How do I sync on my camera?,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
I'm having trouble install with my smartwatch.,technical_support
The warranty feature isn't working on my tablet.,technical_support
I've been waiting over a week for refund and still nothing!,complaint
I'd like to cancel my order and receive a full refund.,refund_request
I'm very disappointed with delivery time.,complaint
When does my membership renew?,account_inquiry
What are the camera quality of the phone?,product_information
Can you tell me more about the camera quality feature?,product_information
I've been waiting a month for order and still nothing!,complaint
